Title,Year,First Author,Author Count,Citation Count,Bibcode
Twenty-one New Light Curves of OGLE-TR-56b: New System Parameters and Limits on Timing Variations,2011,"Adams, E. R.",9,15,2011ApJ...741..102A
Coexistence of Gravitationally-bound and Radiation-driven C IV Emission Line Regions in Active Galactic Nuclei,2011,"Wang, Huiyuan",7,59,2011ApJ...738...85W
"Keck Deep Fields. IV. Luminosity-dependent Clustering and Galaxy Downsizing in UV-selected Galaxies at z = 4, 3, and 2",2011,"Savoy, Jonathan",4,17,2011ApJ...737...92S
The Dynamics of Stellar Coronae Harboring Hot Jupiters. II. A Space Weather Event on a Hot Jupiter,2011,"Cohen, O.",5,46,2011ApJ...738..166C
Constraints on Velocity Anisotropy of Spherical Systems with Separable Augmented Densities,2011,"An, Jin H.",1,9,2011ApJ...736..151A
The Impact of Galaxy Interactions on Active Galactic Nucleus Activity in zCOSMOS,2011,"Silverman, J. D.",55,178,2011ApJ...743....2S
Orbital Variation of the X-Ray Emission from the Double Neutron Star Binary J1537+1155,2011,"Durant, Martin",4,3,2011ApJ...741...65D
Intracluster Medium of the Merging Cluster A3395,2011,"Lakhchaura, Kiran",4,15,2011ApJ...743...78L
"Discovery of Cold, Pristine Gas Possibly Accreting onto an Overdensity of Star-forming Galaxies at Redshift z ~ 1.6",2011,"Giavalisco, Mauro",14,55,2011ApJ...743...95G
NEOWISE Studies of Spectrophotometrically Classified Asteroids: Preliminary Results,2011,"Mainzer, A.",13,124,2011ApJ...741...90M
On the Gas Temperature of Molecular Cloud Cores,2011,"Juvela, M.",2,33,2011ApJ...739...63J
A Massive Protostar Embedded in the SCUBA Core JCMT 18354-0649S,2011,"Zhu, Ming",6,4,2011ApJ...739...53Z
Scattering Polarization and Hanle Effect in Stellar Atmospheres with Horizontal Inhomogeneities,2011,"Manso Sainz, Rafael",2,48,2011ApJ...743...12M
Formation and Evolution of the Disk System of the Milky Way: [α/Fe] Ratios and Kinematics of the SEGUE G-dwarf Sample,2011,"Lee, Young Sun",13,237,2011ApJ...738..187L
Torus and Active Galactic Nucleus Properties of Nearby Seyfert Galaxies: Results from Fitting Infrared Spectral Energy Distributions and Spectroscopy,2011,"Alonso-Herrero, Almudena",12,211,2011ApJ...736...82A
Lifting the Dusty Veil with Near- and Mid-infrared Photometry. I. Description and Applications of the Rayleigh-Jeans Color Excess Method,2011,"Majewski, Steven R.",3,192,2011ApJ...739...25M
Constraining the Structure of Sagittarius A*'s Accretion Flow with Millimeter Very Long Baseline Interferometry Closure Phases,2011,"Broderick, Avery E.",4,44,2011ApJ...738...38B
Reactions of Cold Trapped CH<SUP>+</SUP> Ions with Slow H Atoms,2011,"Plasil, R.",6,41,2011ApJ...737...60P
How Important is the Dark Matter Halo for Black Hole Growth?,2011,"Volonteri, Marta",3,77,2011ApJ...737...50V
"Discovery and Mass Measurements of a Cold, 10 Earth Mass Planet and Its Host Star",2011,"Muraki, Y.",136,112,2011ApJ...741...22M
Revealing a Population of Heavily Obscured Active Galactic Nuclei at z ≈ 0.5-1 in the Chandra Deep Field-South,2011,"Luo, B.",13,43,2011ApJ...740...37L
Fundamental Parameters and Chemical Composition of Arcturus,2011,"Ramírez, I.",2,179,2011ApJ...743..135R
The X-Ray Properties of Typical High-redshift Radio-loud Quasars,2011,"Saez, C.",8,18,2011ApJ...738...53S
Enhancing Coronal Structures with the Fourier Normalizing-radial-graded Filter,2011,"Druckmüllerová, Hana",3,21,2011ApJ...737...88D
A Multi-wavelength Study of the Star-forming Core Ahead of HH 80N,2011,"Masqué, Josep M.",8,6,2011ApJ...738...43M
Assessing Quantitative Results in Accretion Simulations: From Local to Global,2011,"Hawley, John F.",3,209,2011ApJ...738...84H
Detection of Anomalous Microwave Emission in the Pleiades Reflection Nebula with Wilkinson Microwave Anisotropy Probe and the COSMOSOMAS Experiment,2011,"Génova-Santos, R.",5,21,2011ApJ...743...67G
High-contrast Imaging Search for Planets and Brown Dwarfs around the Most Massive Stars in the Solar Neighborhood,2011,"Janson, Markus",6,78,2011ApJ...736...89J
A Very Large Array Search for 5 GHz Radio Transients and Variables at Low Galactic Latitudes,2011,"Ofek, E. O.",8,86,2011ApJ...740...65O
Intensity Ratio of Density-sensitive Lines in Fe Ions Observed with a Well-defined Laboratory Plasma,2011,"Nakamura, Nobuyuki",8,30,2011ApJ...739...17N
Nucleosynthesis of Nickel-56 from Gamma-Ray Burst Accretion Disks,2011,"Surman, R.",3,35,2011ApJ...743..155S
Simulations of High-velocity Clouds. I. Hydrodynamics and High-velocity High Ions,2011,"Kwak, Kyujin",3,64,2011ApJ...739...30K
Observations of Far-ultraviolet Diffuse Emission from the Small Magellanic Cloud,2011,"Pradhan, Ananta C.",3,5,2011ApJ...743...80P
Analysis of Coronal Green Line Profiles: Evidence of Excess Blueshifts,2011,"Raju, K. P.",3,14,2011ApJ...736..164R
Synchrotron Polarization and Synchrotron Self-absorption Spectra for a Power-law Particle Distribution with Finite Energy Range,2011,"Fouka, M.",2,4,2011ApJ...743...89F
Reinstating the M31 X-Ray System RX J0042.3+4115 as a Black Hole X-Ray Binary and Compelling Evidence for an Extended Corona,2011,"Barnard, R.",3,7,2011ApJ...743..185B
Gravitationally Induced Density Wake of a Circularly Orbiting Object as an Interpretative Framework of Ubiquitous Spirals and Arcs,2011,"Kim, Hyosun",1,16,2011ApJ...739..102K
Nuclear Rings in Galaxies—a Kinematic Perspective,2011,"Mazzuca, Lisa M.",4,24,2011ApJ...739..104M
The Nature and Cause of Spectral Variability in LMC X-1,2011,"Ruhlen, L.",3,11,2011ApJ...742...75R
The ACS Survey of Galactic Globular Clusters. XI. The Three-dimensional Orientation of the Sagittarius Dwarf Spheroidal Galaxy and Its Globular Clusters,2011,"Siegel, Michael H.",16,38,2011ApJ...743...20S
Lateral Offset of the Coronal Mass Ejections from the X-flare of 2006 December 13 and Its Two Precursor Eruptions,2011,"Sterling, Alphonse C.",3,20,2011ApJ...743...63S
Discovery of a Companion at the L/T Transition with the Wide-field Infrared Survey Explorer,2011,"Loutrel, N. P.",4,21,2011ApJ...739...81L
On the Reliability of Stellar Ages and Age Spreads Inferred from Pre-main-sequence Evolutionary Models,2011,"Hosokawa, Takashi",3,138,2011ApJ...738..140H
Are there Echoes from the Pre-big-bang Universe? A Search for Low-variance Circles in the Cosmic Microwave Background Sky,2011,"Hajian, Amir",1,27,2011ApJ...740...52H
The Interaction of Cosmic Rays with Diffuse Clouds,2011,"Everett, John E.",2,61,2011ApJ...739...60E
Resolving the CO Snow Line in the Disk around HD 163296,2011,"Qi, Chunhua",7,125,2011ApJ...740...84Q
Discovery of a Candidate Quiescent Low-mass X-Ray Binary in the Globular Cluster NGC 6553,2011,"Guillot, Sebastien",5,15,2011ApJ...738..129G
Modes of Star Formation in Finite Molecular Clouds,2011,"Pon, A.",3,85,2011ApJ...740...88P
Comparing Numerical Methods for Isothermal Magnetized Supersonic Turbulence,2011,"Kritsuk, Alexei G.",16,117,2011ApJ...737...13K
Structure and Dynamics of the Globular Cluster Palomar 13,2011,"Bradford, J. D.",9,55,2011ApJ...743..167B
Global Modeling of Radiatively Driven Accretion of Metals from Compact Debris Disks onto White Dwarfs,2011,"Bochkarev, Konstantin V.",2,56,2011ApJ...741...36B
Analytic Modeling of Starshades,2011,"Cash, Webster",1,36,2011ApJ...738...76C
Radiative Efficiency and Thermal Spectrum of Accretion onto Schwarzschild Black Holes,2011,"Noble, Scott C.",4,86,2011ApJ...743..115N
"Re-evaluating WASP-12b: Strong Emission at 2.315 μm, Deeper Occultations, and an Isothermal Atmosphere",2012,"Crossfield, Ian J. M.",5,98,2012ApJ...760..140C
Multi-wavelength Observations of the Enduring Type IIn Supernovae 2005ip and 2006jd,2012,"Stritzinger, Maximilian",22,163,2012ApJ...756..173S
"The Properties of the Star-forming Interstellar Medium at z = 0.8-2.2 from HiZELS: Star Formation and Clump Scaling Laws in Gas-rich, Turbulent Disks",2012,"Swinbank, A. M.",6,135,2012ApJ...760..130S
The Milky Way Tomography with Sloan Digital Sky Survey. IV. Dissecting Dust,2012,"Berry, Michael",31,71,2012ApJ...757..166B
Correlated Spectral and Temporal Behavior of Late-time Afterglows Of Gamma-Ray Bursts,2012,"Dado, Shlomo",2,6,2012ApJ...761..148D
The Dwarf Starburst Host Galaxy of a Type Ia Supernova at z = 1.55 from CANDELS,2012,"Frederiksen, Teddy F.",7,15,2012ApJ...760..125F
"Reevaluating the Mass-Radius Relation for Low-mass, Main-sequence Stars",2012,"Feiden, Gregory A.",2,123,2012ApJ...757...42F
Binary-Disk Interaction: Gap-opening Criteria,2012,"del Valle, Luciano",2,21,2012ApJ...761...31D
Dissociative Recombination of Vibrationally Cold CH<SUP>+</SUP> <SUB>3</SUB> and Interstellar Implications,2012,"Thomas, R. D.",12,15,2012ApJ...758...55T
A Data-driven Model for the Global Coronal Evolution,2012,"Feng, Xueshang",5,75,2012ApJ...758...62F
The SDSS Co-add: Cosmic Shear Measurement,2012,"Lin, Huan",10,68,2012ApJ...761...15L
Disconnection from the Termination Shock: The End of the Voyager Paradox,2012,"McComas, D. J.",2,21,2012ApJ...758...19M
The Neptune-sized Circumbinary Planet Kepler-38b,2012,"Orosz, Jerome A.",31,198,2012ApJ...758...87O
Missing Black Holes Unveil the Supernova Explosion Mechanism,2012,"Belczynski, Krzysztof",5,249,2012ApJ...757...91B
The Evolution of Brightest Cluster Galaxies in a Hierarchical Universe,2012,"Tonini, Chiara",5,57,2012ApJ...759...43T
Large-scale Star-formation-driven Outflows at 1 &lt; z &lt; 2 in the 3D-HST Survey,2012,"Lundgren, Britt F.",21,27,2012ApJ...760...49L
Large-mass Neutron Stars with Hyperonization,2012,"Jiang, Wei-Zhou",3,60,2012ApJ...756...56J
The Role of Fast Magnetosonic Waves in the Release and Conversion via Reconnection of Energy Stored by a Current Sheet,2012,"Longcope, D. W.",2,21,2012ApJ...756..192L
Variations of the Muon Flux at Sea Level Associated with Interplanetary ICMEs and Corotating Interaction Regions,2012,"Augusto, C. R. A.",12,8,2012ApJ...759..143A
Measuring the Jet Power of Flat-spectrum Radio Quasars,2012,"Shabala, S. S.",3,14,2012ApJ...756..161S
Three New Eclipsing White-dwarf-M-dwarf Binaries Discovered in a Search for Transiting Planets around M-dwarfs,2012,"Law, Nicholas M.",27,50,2012ApJ...757..133L
Contracting and Erupting Components of Sigmoidal Active Regions,2012,"Liu, Rui",5,25,2012ApJ...757..150L
Measuring the Redshift Dependence of the Cosmic Microwave Background Monopole Temperature with Planck Data,2012,"de Martino, I.",7,22,2012ApJ...757..144D
Four Highly Dispersed Millisecond Pulsars Discovered in the Arecibo PALFA Galactic Plane Survey,2012,"Crawford, F.",32,22,2012ApJ...757...90C
Proper Motions and Origins of SGR 1806-20 and SGR 1900+14,2012,"Tendulkar, Shriharsh P.",3,54,2012ApJ...761...76T
Complete Ionization of the Neutral Gas: Why There are So Few Detections of 21 cm Hydrogen in High-redshift Radio Galaxies and Quasars,2012,"Curran, S. J.",2,36,2012ApJ...759..117C
Detection of X-Ray Periodicity from a New Eclipsing Polar Candidate XGPS-I J183251-100106,2012,"Hui, C. Y.",5,6,2012ApJ...759..109H
Optical to X-Ray Supernova Light Curves Following Shock Breakout through a Thick Wind,2012,"Svirski, Gilad",3,103,2012ApJ...759..108S
Obliquities of Hot Jupiter Host Stars: Evidence for Tidal Interactions and Primordial Misalignments,2012,"Albrecht, Simon",13,561,2012ApJ...757...18A
Aspect Ratio Dependence of the Free-fall Time for Non-spherical Symmetries,2012,"Pon, Andy",6,97,2012ApJ...756..145P
Filamentary Star Formation: Observing the Evolution toward Flattened Envelopes,2012,"Lee, Katherine",4,12,2012ApJ...761..171L
Discovery of an Active Supermassive Black Hole in the Bulgeless Galaxy NGC 4561,2012,"Araya Salvo, C.",5,29,2012ApJ...757..179A
Rapid Formation of Saturn after Jupiter Completion,2012,"Kobayashi, Hiroshi",3,38,2012ApJ...756...70K
"The Star Formation Rate of Turbulent Magnetized Clouds: Comparing Theory, Simulations, and Observations",2012,"Federrath, Christoph",2,681,2012ApJ...761..156F
Suzaku Observations of the Non-thermal Supernova Remnant HESS J1731-347,2012,"Bamba, Aya",10,31,2012ApJ...756..149B
"A Census of Oxygen in Star-forming Galaxies: An Empirical Model Linking Metallicities, Star Formation Rates, and Outflows",2012,"Zahid, H. J.",5,156,2012ApJ...757...54Z
Improved Spectroscopic Parameters for Transiting Planet Hosts,2012,"Torres, Guillermo",7,275,2012ApJ...757..161T
A Survey of Mg II Absorption at 2 &lt; z &lt; 6 with Magellan/FIRE. I. Sample and Evolution of the Mg II Frequency,2012,"Matejek, Michael S.",2,70,2012ApJ...761..112M
A Bayesian Approach to Locating the Red Giant Branch Tip Magnitude. II. Distances to the Satellites of M31,2012,"Conn, A. R.",13,149,2012ApJ...758...11C
Acoustic Scale from the Angular Power Spectra of SDSS-III DR8 Photometric Luminous Galaxies,2012,"Seo, Hee-Jong",34,104,2012ApJ...761...13S
A Spitzer MIPS Study of 2.5-2.0 M <SUB>⊙</SUB> Stars in Scorpius-Centaurus,2012,"Chen, Christine H.",5,62,2012ApJ...756..133C
The Optically Unbiased GRB Host (TOUGH) Survey. V. VLT/X-shooter Emission-line Redshifts for Swift GRBs at z ~ 2,2012,"Krühler, Thomas",10,70,2012ApJ...758...46K
Giant Molecular Cloud Evolutions in the Nearby Spiral Galaxy M33,2012,"Miura, Rie E.",16,88,2012ApJ...761...37M
A Search for Co-evolving Ion and Neutral Gas Species in Prestellar Molecular Cloud Cores,2012,"Tassis, Konstantinos",3,6,2012ApJ...760...57T
SDSS 0956+5128: A Broad-line Quasar with Extreme Velocity Offsets,2012,"Steinhardt, Charles L.",11,28,2012ApJ...759...24S
The A2667 Giant Arc at z = 1.03: Evidence for Large-Scale Shocks at High Redshift,2012,"Yuan, T. -T.",4,41,2012ApJ...759...66Y
The Dual Origin of the Nitrogen Deficiency in Comets: Selective Volatile Trapping in the Nebula and Postaccretion Radiogenic Heating,2012,"Mousis, Olivier",7,34,2012ApJ...757..146M
Gravitational-wave Emission from Compact Galactic Binaries,2012,"Nissanke, Samaya",4,145,2012ApJ...758..131N
GOODS-Herschel and CANDELS: The Morphologies of Ultraluminous Infrared Galaxies at z ~ 2,2012,"Kartaltepe, Jeyhan S.",43,178,2012ApJ...757...23K
Resonances Required: Dynamical Analysis of the 24 Sex and HD 200964 Planetary Systems,2012,"Wittenmyer, Robert A.",3,41,2012ApJ...761..165W
Multi-point Shock and Flux Rope Analysis of Multiple Interplanetary Coronal Mass Ejections around 2010 August 1 in the Inner Heliosphere,2012,"Möstl, C.",23,115,2012ApJ...758...10M
"The Dynamics, Appearance, and Demographics of Relativistic Jets Triggered by Tidal Disruption of Stars in Quiescent Supermassive Black Holes",2012,"De Colle, Fabio",4,106,2012ApJ...760..103D
A Metal-strong and Dust-rich Damped Lyα Absorption System toward the Quasar SDSS J115705.52+615521.7,2012,"Wang, Jian-Guo",10,27,2012ApJ...760...42W
The Cold Shoulder: Emission Measure Distributions of Active Region Cores,2012,"Schmelz, J. T.",2,35,2012ApJ...756..126S
Observed Luminosity Spread in Young Clusters and FU Ori Stars: A Unified Picture,2012,"Baraffe, I.",3,140,2012ApJ...756..118B
Spectral Analysis and Interpretation of the γ-Ray Emission from the Starburst Galaxy NGC 253,2012,"Abramowski, A.",195,74,2012ApJ...757..158A
A Fresh Catch of Massive Binaries in the Cygnus OB2 Association,2012,"Kobulnicky, Henry A.",9,38,2012ApJ...756...50K
Ultraviolet Measurements of Interstellar C<SUB>2</SUB>,2012,"Hupe, Ryan C.",3,20,2012ApJ...761...38H
"Discovery of ""Warm Dust"" Galaxies in Clusters at z ~ 0.3: Evidence for Stripping of Cool Dust in the Dense Environment?",2012,"Rawle, T. D.",18,23,2012ApJ...756..106R
Evidence for Two Distinct Stellar Initial Mass Functions,2012,"Zaritsky, Dennis",5,29,2012ApJ...761...93Z
Two Millisecond Pulsars Discovered by the PALFA Survey and a Shapiro Delay Measurement,2012,"Deneva, J. S.",32,34,2012ApJ...757...89D
The Morphologic Properties of Magnetic Networks over the Solar Cycle 23,2012,"Huang, Chong",5,4,2012ApJ...759..106H
Evidence of Photoevaporation and Spatial Variation of Grain Sizes in the Orion 114-426 Protoplanetary Disk,2012,"Miotello, Anna",4,34,2012ApJ...757...78M
Super-Chandrasekhar-mass Light Curve Models for the Highly Luminous Type Ia Supernova 2009dc,2012,"Kamiya, Yasuomi",6,21,2012ApJ...756..191K
On the Amplitude of Convective Velocities in the Deep Solar Interior,2012,"Miesch, Mark S.",4,66,2012ApJ...757..128M
Ionization Parameter as a Diagnostic of Radiation and Wind Pressures in H II Regions and Starburst Galaxies,2012,"Yeh, Sherry C. C.",2,63,2012ApJ...757..108Y
New Evidence of Magnetic Interactions between Stars from Three-dimensional Doppler Tomography of Algol Binaries: β PER and RS VUL,2012,"Richards, Mercedes T.",3,20,2012ApJ...760....8R
CO Structure of the 21 μm Source IRAS 22272+5435: A Sign of a Jet Launch?,2012,"Nakashima, Jun-ichi",6,12,2012ApJ...759...61N
Nucleosynthesis in Core-collapse Supernova Explosions Triggered by a Quark-Hadron Phase Transition,2012,"Nishimura, Nobuya",10,26,2012ApJ...758....9N
The Physics of Protoplanetesimal Dust Agglomerates. VII. The Low-velocity Collision Behavior of Large Dust Agglomerates,2012,"Schräpler, Rainer",4,34,2012ApJ...758...35S
Search for Cosmic Neutrino Point Sources with Four Years of Data from the ANTARES Telescope,2012,"Adrián-Martínez, S.",156,116,2012ApJ...760...53A
Tracking down the Source Population Responsible for the Unresolved Cosmic 6-8 keV Background,2012,"Xue, Y. Q.",13,50,2012ApJ...758..129X
Are Pulsing Solitary Waves Running inside the Sun?,2012,"Wolff, Charles L.",1,0,2012ApJ...756..125W
Calibration of Equilibrium Tide Theory for Extrasolar Planet Systems. II,2012,"Hansen, Brad M. S.",1,67,2012ApJ...757....6H
First Science with SAMI: A Serendipitously Discovered Galactic Wind in ESO 185-G031,2012,"Fogarty, Lisa M. R.",30,45,2012ApJ...761..169F
Water and Methanol Maser Activities in the NGC 2024 FIR 6 Region,2012,"Choi, Minho",4,8,2012ApJ...759..136C
Thermal to Nonthermal Energy Partition at the Early Rise Phase of Solar Flares,2012,"Altyntsev, Alexander A.",4,26,2012ApJ...758..138A
Spectral Energy Distributions of Type 1 Active Galactic Nuclei in the COSMOS Survey. I. The XMM-COSMOS Sample,2012,"Elvis, M.",42,71,2012ApJ...759....6E
Formation of Millisecond Pulsars from Intermediate- and Low-Mass X-Ray Binaries,2012,"Shao, Yong",2,45,2012ApJ...756...85S
The Two-phase Formation History of Spiral Galaxies Traced by the Cosmic Evolution of the Bar Fraction,2012,"Kraljic, Katarina",3,150,2012ApJ...757...60K
White Dwarf/M Dwarf Binaries as Single Degenerate Progenitors of Type Ia Supernovae,2012,"Wheeler, J. Craig",1,51,2012ApJ...758..123W
Carnegie Hubble Program: A Mid-infrared Calibration of the Hubble Constant,2012,"Freedman, Wendy L.",8,402,2012ApJ...758...24F
Bayesian Confidence Limits of Electron Spectra Obtained Through Regularized Inversion of Solar Hard X-Ray Spectra,2012,"Emslie, A. Gordon",2,1,2012ApJ...759..122E
On the Excitation and Formation of Circumstellar Fullerenes,2012,"Bernard-Salas, J.",6,87,2012ApJ...757...41B
X-Ray and Near-infrared Observations of the Obscured Accreting Pulsar IGR J18179-1621,2012,"Nowak, M. A.",9,12,2012ApJ...757..143N
Effects of Leakage Neutral Particles on Shocks,2012,"Ohira, Yutaka",1,40,2012ApJ...758...97O
"Erratum: ""The Molecular Gas in Luminous Infrared Galaxies. II. Extreme Physical Conditions and their Effects on the X <SUB> co </SUB> Factor"" <A href=""/abs/2012ApJ...751...10P"">(2012, ApJ, 751, 10)</A>",2012,"Papadopoulos, Padelis P.",5,3,2012ApJ...758...71P
Observational Signatures of Sub-photospheric Radiation-mediated Shocks in the Prompt Phase of Gamma-Ray Bursts,2012,"Levinson, Amir",1,49,2012ApJ...756..174L
Magnetic Energy and Helicity Budgets in the Active-region Solar Corona. II. Nonlinear Force-free Approximation,2012,"Georgoulis, Manolis K.",3,52,2012ApJ...759....1G
Verifying Asteroseismically Determined Parameters of Kepler Stars Using Hipparcos Parallaxes: Self-consistent Stellar Properties and Distances,2012,"Silva Aguirre, V.",27,141,2012ApJ...757...99S
Submillimeter Follow-up of WISE-selected Hyperluminous Galaxies,2012,"Wu, Jingwen",23,141,2012ApJ...756...96W
From the Color-Magnitude Diagram of ω Centauri and (Super-)asymptotic Giant Branch Stellar Models to a Galactic Plane Passage Gas Purging Chemical Evolution Scenario,2012,"Herwig, Falk",5,25,2012ApJ...757..132H
The Compositional Diversity of Extrasolar Terrestrial Planets. II. Migration Simulations,2012,"Carter-Bond, Jade C.",3,57,2012ApJ...760...44C
Planetary-Scale Strontium Isotopic Heterogeneity and the Age of Volatile Depletion of Early Solar System Materials,2012,"Moynier, Frédéric",7,77,2012ApJ...758...45M
Analysis of Seeing-induced Polarization Cross-talk and Modulation Scheme Performance,2012,"Casini, R.",3,27,2012ApJ...757...45C
Hydrogen-poor Circumstellar Shells from Pulsational Pair-instability Supernovae with Rapidly Rotating Progenitors,2012,"Chatzopoulos, E.",2,92,2012ApJ...760..154C
GRB 120422A: A Low-luminosity Gamma-Ray Burst Driven by a Central Engine,2012,"Zhang, Bin-Bin",9,34,2012ApJ...756..190Z
Spectral Variability of FIRST Bright QSOs with Sloan Digital Sky Survey Observations,2012,"Bian, Wei-Hao",4,18,2012ApJ...759...88B
Cosmic Microwave Background Induced Polarization from Single Scattering by Clusters of Galaxies and Filaments,2012,"Ramos, Elsa P. R. G.",3,11,2012ApJ...757...44R
Secondary Emission from Non-spherical Dust Grains with Rough Surfaces: Application to Lunar Dust,2012,"Richterová, I.",5,12,2012ApJ...761..108R
The Influence of Gas Dynamics on Measuring the Properties of the Black Hole in the Center of the Milky Way with Stellar Orbits and Pulsars,2012,"Psaltis, Dimitrios",1,30,2012ApJ...759..130P
High-resolution Spectroscopy during Eclipse of the Young Substellar Eclipsing Binary 2MASS 0535-0546. II. Secondary Spectrum: No Evidence that Spots Cause the Temperature Reversal,2012,"Mohanty, Subhanjoy",2,9,2012ApJ...758...12M
The Evolving Interstellar Medium of Star-forming Galaxies since z = 2 as Probed by Their Infrared Spectral Energy Distributions,2012,"Magdis, Georgios E.",14,471,2012ApJ...760....6M
Storage Ring Cross-section Measurements for Electron Impact Single and Double Ionization of Fe<SUP>9 +</SUP> and Single Ionization of Fe<SUP>10 +</SUP>,2012,"Hahn, M.",12,17,2012ApJ...760...80H
Information on the Milky Way from the 2MASS All Sky Star Count: Bimodal Color Distributions,2012,"Chang, Chan-Kao",4,2,2012ApJ...759...94C
A Three-dimensional View of the Remnant of Nova Persei 1901 (GK Per),2012,"Liimets, T.",7,27,2012ApJ...761...34L
Interference Fringes of Solar Acoustic Waves around Sunspots,2012,"Chou, Dean-Yi",4,6,2012ApJ...758...88C
Dynamical Evolution and Spin-Orbit Resonances of Potentially Habitable Exoplanets: The Case of GJ 581d,2012,"Makarov, Valeri V.",3,62,2012ApJ...761...83M
Two Extraordinary Substellar Binaries at the T/Y Transition and the Y-band Fluxes of the Coolest Brown Dwarfs,2012,"Liu, Michael C.",5,71,2012ApJ...758...57L
Gamma-Ray Observations of the Orion Molecular Clouds with the Fermi Large Area Telescope,2012,"Ackermann, M.",145,55,2012ApJ...756....4A
The Diverse Hot Gas Content and Dynamics of Optically Similar Low-mass Elliptical Galaxies,2012,"Bogdán, Ákos",5,16,2012ApJ...758...65B
A Radial Velocity Study of Composite-spectra Hot Subdwarf Stars with the Hobby-Eberly Telescope,2012,"Barlow, Brad N.",5,33,2012ApJ...758...58B
A New Density Variance-Mach Number Relation for Subsonic and Supersonic Isothermal Turbulence,2012,"Konstandin, L.",4,110,2012ApJ...761..149K
WISE/NEOWISE Observations of the Jovian Trojan Population: Taxonomy,2012,"Grav, T.",5,92,2012ApJ...759...49G
Hydrocarbon Materials of Likely Interstellar Origin from the Paris Meteorite,2012,"Merouane, S.",5,21,2012ApJ...756..154M
Cosmological Post-Newtonian Approximation Compared with Perturbation Theory,2012,"Noh, Hyerim",2,12,2012ApJ...757..145N
Multi-fluid Simulations of Chromospheric Magnetic Reconnection in a Weakly Ionized Reacting Plasma,2012,"Leake, James E.",4,109,2012ApJ...760..109L
Analysis of the CN and CH Molecular Band Strengths in Stars of the Open Cluster NGC 6791,2012,"Carrera, R.",1,10,2012ApJ...758..110C
The 3.3 μm Polycyclic Aromatic Hydrocarbon Emission as a Star Formation Rate Indicator,2012,"Kim, Ji Hoon",16,28,2012ApJ...760..120K
Gaseous Structures in Barred Galaxies: Effects of the Bar Strength,2012,"Kim, Woong-Tae",3,77,2012ApJ...758...14K
Direct Observation of the Turbulent emf and Transport of Magnetic Field in a Liquid Sodium Experiment,2012,"Rahbarnia, Kian",13,18,2012ApJ...759...80R
"Evidence for a Clumpy, Rotating Gas Disk in a Submillimeter Galaxy at z = 4",2012,"Hodge, J. A.",7,210,2012ApJ...760...11H
Photochemistry in Terrestrial Exoplanet Atmospheres. I. Photochemistry Model and Benchmark Cases,2012,"Hu, Renyu",3,212,2012ApJ...761..166H
Deep Hubble Space Telescope Imaging in NGC 6397: Stellar Dynamics,2012,"Heyl, J. S.",12,31,2012ApJ...761...51H
"Erratum: ""A New Network for Higher-temperature Gas-phase Chemistry. I. A Preliminary Study of Accretion Disks in Active Galactic Nuclei"" <A href=""/abs/2010ApJ...721.1570H"">(2010, ApJ, 721, 1570)</A>",2012,"Harada, Nanase",3,19,2012ApJ...756..104H
Angular Momentum Transport and Variability in Boundary Layers of Accretion Disks Driven by Global Acoustic Modes,2012,"Belyaev, Mikhail A.",3,23,2012ApJ...760...22B
The Unusual Temporal and Spectral Evolution of SN2011ht. II. Peculiar Type IIn or Impostor?,2012,"Humphreys, Roberta M.",7,52,2012ApJ...760...93H
A Comprehensive Study of Gamma-Ray Burst Optical Emission. I. Flares and Early Shallow-decay Component,2012,"Li, Liang",13,125,2012ApJ...758...27L
The Use of Spatial Filtering with Aperture Masking Interferometry and Adaptive Optics,2012,"Bernat, David",5,3,2012ApJ...756....8B
A Variable Ultraluminous X-Ray Source in a Globular Cluster in NGC 4649,2012,"Roberts, T. P.",12,20,2012ApJ...760..135R
Fermi Observations of γ-Ray Emission from the Moon,2012,"Abdo, A. A.",163,29,2012ApJ...758..140A
Core-collapse Supernovae Missed by Optical Surveys,2012,"Mattila, S.",10,127,2012ApJ...756..111M
Effect of Model-dependent Covariance Matrix for Studying Baryon Acoustic Oscillations,2012,"Labatie, A.",3,14,2012ApJ...760...97L
Fermi-LAT and WMAP Observations of the Puppis A Supernova Remnant,2012,"Hewitt, J. W.",6,39,2012ApJ...759...89H
Magnetorotational Turbulence in Stratified Shearing Boxes with Perfect Gas Equation of State and Finite Thermal Diffusivity,2012,"Bodo, G.",4,26,2012ApJ...761..116B
"Erratum: ""A Decade of Timing an Accretion-powered Millisecond Pulsar: The Continuing Spin-down and Orbital Evolution of SAX J1808.4-3658"" <A href=""/abs/2009ApJ...702.1673H"">(2009, ApJ, 702, 1673)</A>",2012,"Hartman, Jacob M.",7,0,2012ApJ...757..193H
Ambipolar Diffusion Heating in Turbulent Systems,2012,"Li, Pak Shing",3,24,2012ApJ...760...33L
The Lesser Role of Shear in Galactic Star Formation: Insight from the Galactic Ring Survey,2012,"Dib, Sami",5,43,2012ApJ...758..125D
"Molecular and Atomic Line Surveys of Galaxies. I. The Dense, Star-Forming Gas Phase as a Beacon",2012,"Geach, James E.",2,21,2012ApJ...757..156G
Formation of Metal-poor Globular Clusters in Lyα Emitting Galaxies in the Early Universe,2012,"Elmegreen, Bruce G.",3,57,2012ApJ...757....9E
